('script.搜索冫伪素数牜临近幂方._0worker_', (24, 2, 4, [2, 3, 5, 7]), {})
(24, 202, -4, (2, 3, 5, 7), [-1367, -1675, -1883, -2177], [503, 1027, 1397, 1453])
(24, 203, -4, (2, 3, 5, 7), [-11, -611, -2267, -3097], [515, 727, 739, 809])
(24, 204, -4, (2, 3, 5, 7), [-773, -997, -1139, -1273], [197, 1547, 2923, 2993])
(24, 205, -4, (2, 3, 5, 7), [-67, -107, -697, -1615], [19, 35, 1027, 1459])
(24, 206, -4, (2, 3, 5, 7), [-293, -1237, -2197, -2573], [55, 223, 1331, 1337])
(24, 207, -4, (2, 3, 5, 7), [-221, -235, -1363, -1891], [937, 1229, 1235, 3133])
(24, 208, -4, (2, 3, 5, 7), [-155, -469, -503, -563], [853, 1213, 3185, 3743])
(24, 209, -4, (2, 3, 5, 7), [-125, -133, -1175, -2207], [1147, 1459, 1939, 2497])
(24, 210, -4, (2, 3, 5, 7), [-2797, -3623, -5477, -8357], [415, 871, 1261, 1711])
(24, 211, -4, (2, 3, 5, 7), [-455, -523, -1153, -1247], [659, 787, 959, 2369])
(24, 212, -4, (2, 3, 5, 7), [-1877, -3617, -4967, -5635], [911, 967, 1561, 2095])
(24, 213, -4, (2, 3, 5, 7), [-467, -665, -871, -883], [49, 437, 845, 1027])
(24, 214, -4, (2, 3, 5, 7), [-589, -617, -1577, -1909], [175, 583, 1135, 1441])
(24, 215, -4, (2, 3, 5, 7), [-511, -2213, -2467, -2611], [43, 259, 647, 853])
(24, 216, -4, (2, 3, 5, 7), [-1385, -1477, -1927, -2299], [71, 767, 841, 1915])
(24, 217, -4, (2, 3, 5, 7), [-377, -1513, -1885, -2023], [167, 395, 1199, 1475])
(24, 218, -4, (2, 3, 5, 7), [-353, -763, -1453, -1669], [2321, 2533, 2795, 3923])
(24, 219, -4, (2, 3, 5, 7), [-463, -857, -1837, -2027], [755, 1043, 1337, 1663])
(24, 220, -4, (2, 3, 5, 7), [-577, -1253, -2315, -2989], [317, 2323, 4213, 4363])
(24, 221, -4, (2, 3, 5, 7), [-311, -647, -2765, -3781], [707, 1427, 1693, 2155])
(24, 222, -4, (2, 3, 5, 7), [-157, -2645, -3115, -4897], [1625, 1841, 1897, 2275])
(24, 223, -4, (2, 3, 5, 7), [-11, -61, -95, -593], [293, 653, 1973, 3895])
(24, 224, -4, (2, 3, 5, 7), [-179, -355, -1099, -2729], [245, 493, 653, 2003])
(24, 225, -4, (2, 3, 5, 7), [-101, -2195, -2797, -3551], [389, 1295, 1993, 2107])
(24, 226, -4, (2, 3, 5, 7), [-1165, -1745, -2149, -2449], [173, 1001, 2717, 3235])
(24, 227, -4, (2, 3, 5, 7), [-1453, -2363, -2887, -3067], [679, 3463, 3473, 4267])
(24, 228, -4, (2, 3, 5, 7), [-1133, -1447, -1937, -2065], [191, 617, 871, 953])
(24, 229, -4, (2, 3, 5, 7), [-2267, -2927, -6091, -6833], [199, 793, 1487, 1813])
(24, 230, -4, (2, 3, 5, 7), [-467, -2815, -5333, -5927], [203, 895, 1025, 1903])
(24, 231, -4, (2, 3, 5, 7), [-1477, -1631, -2221, -7021], [223, 1393, 1873, 2879])
(24, 232, -4, (2, 3, 5, 7), [-13, -4427, -4829, -5363], [811, 1391, 2165, 2717])
(24, 233, -4, (2, 3, 5, 7), [-1357, -1607, -1925, -4627], [419, 479, 1559, 4255])
(24, 234, -4, (2, 3, 5, 7), [-329, -877, -997, -1069], [7, 1463, 2227, 2611])
(24, 235, -4, (2, 3, 5, 7), [-121, -797, -1735, -1817], [2569, 2659, 3439, 3773])
(24, 236, -4, (2, 3, 5, 7), [-985, -1643, -3437, -4043], [295, 881, 955, 2017])
(24, 237, -4, (2, 3, 5, 7), [-275, -445, -1187, -1691], [13, 163, 815, 1295])
(24, 238, -4, (2, 3, 5, 7), [-133, -485, -643, -1517], [127, 2723, 3277, 3491])
(24, 239, -4, (2, 3, 5, 7), [-793, -1393, -1571, -1627], [847, 2189, 2719, 3433])
(24, 240, -4, (2, 3, 5, 7), [-515, -643, -1279, -1577], [851, 2423, 2935, 3371])
(24, 241, -4, (2, 3, 5, 7), [-641, -715, -1247, -1595], [115, 677, 895, 1399])
(24, 242, -4, (2, 3, 5, 7), [-1457, -2329, -3107, -3529], [265, 1705, 2633, 3391])
(24, 243, -4, (2, 3, 5, 7), [-311, -721, -2591, -4051], [1523, 1759, 2609, 3187])
(24, 244, -4, (2, 3, 5, 7), [-1529, -1679, -2015, -2407], [131, 2303, 3145, 3661])
(24, 245, -4, (2, 3, 5, 7), [-431, -1361, -2005, -2213], [1285, 2383, 2617, 3505])
(24, 246, -4, (2, 3, 5, 7), [-13, -539, -853, -1297], [227, 3647, 4261, 4957])
(24, 247, -4, (2, 3, 5, 7), [-163, -175, -1927, -2291], [1217, 1897, 2059, 2513])
(24, 248, -4, (2, 3, 5, 7), [-337, -353, -1303, -2177], [365, 2491, 2753, 3283])
(24, 249, -4, (2, 3, 5, 7), [-1351, -1927, -2125, -3025], [685, 1267, 1397, 1889])
(24, 250, -4, (2, 3, 5, 7), [-1135, -1217, -1235, -2449], [671, 1855, 2171, 2183])
(24, 251, -4, (2, 3, 5, 7), [-457, -527, -637, -865], [125, 337, 719, 2237])
(24, 252, -4, (2, 3, 5, 7), [-905, -2377, -4385, -4667], [1277, 3031, 3985, 5057])
(24, 253, -4, (2, 3, 5, 7), [-257, -365, -797, -1325], [139, 715, 1799, 2767])
(24, 254, -4, (2, 3, 5, 7), [-3193, -3703, -3949, -5513], [121, 895, 2443, 3641])
(24, 255, -4, (2, 3, 5, 7), [-347, -2765, -6463, -6667], [2033, 2659, 4175, 4213])
(24, 256, -4, (2, 3, 5, 7), [-469, -1895, -3709, -3853], [565, 1573, 4291, 5851])
(24, 257, -4, (2, 3, 5, 7), [-391, -751, -811, -2551], [869, 1697, 3539, 5719])
